id,center_name,last_updated_date
SAMEA10058031,FHI,2021-09-15
SAMEA10058032,FHI,2021-09-15
SAMEA10058033,FHI,2021-09-15
SAMEA10058034,FHI,2021-09-15
SAMEA10058035,FHI,2021-09-15
SAMEA10058036,FHI,2021-09-15
SAMEA10058038,FHI,2021-09-15
SAMEA10058039,FHI,2021-09-15
SAMEA10058040,FHI,2021-09-15
SAMEA10058041,FHI,2021-09-15
SAMEA10058043,FHI,2021-09-15
SAMEA10058044,FHI,2021-09-15
SAMEA10314400,FHI,2022-01-03
SAMEA10314401,FHI,2022-01-03
SAMEA10314402,FHI,2022-01-03
SAMEA10314402,FHI,2022-01-03
SAMEA10314403,FHI,2022-01-03
SAMEA10314403,FHI,2022-01-03
SAMEA10314404,FHI,2022-01-03
SAMEA10314404,FHI,2022-01-03
SAMEA10314405,FHI,2022-01-03
SAMEA10314406,FHI,2022-01-03
SAMEA10314407,FHI,2022-01-03
SAMEA10314409,FHI,2022-01-03
SAMEA10314410,FHI,2022-01-03
SAMEA10314411,FHI,2022-01-03
SAMEA10314411,FHI,2022-01-03
SAMEA10314412,FHI,2022-01-03
SAMEA10314412,FHI,2022-01-03
SAMEA10314413,FHI,2022-01-03
SAMEA10314414,FHI,2022-01-03
SAMEA10314415,FHI,2022-01-03
SAMEA10314416,FHI,2022-01-03
SAMEA10314416,FHI,2022-01-03
SAMEA10314417,FHI,2022-01-03
SAMEA10314419,FHI,2022-01-03
SAMEA10314420,FHI,2022-01-03
SAMEA10314421,FHI,2022-01-03
SAMEA10314422,FHI,2022-01-03
SAMEA10314422,FHI,2022-01-03
SAMEA10314423,FHI,2022-01-03
SAMEA10314423,FHI,2022-01-03
SAMEA10314424,FHI,2022-01-03
SAMEA10314425,FHI,2022-01-03
SAMEA10314426,FHI,2022-01-03
SAMEA10314426,FHI,2022-01-03
SAMEA10314427,FHI,2022-01-03
SAMEA10314428,FHI,2022-01-03
SAMEA10314428,FHI,2022-01-03
SAMEA10314429,FHI,2022-01-03
SAMEA10314431,FHI,2022-01-03
SAMEA10314431,FHI,2022-01-03
SAMEA10314432,FHI,2022-01-03
SAMEA10314433,FHI,2022-01-03
SAMEA10314437,FHI,2022-01-03
SAMEA10314437,FHI,2022-01-03
SAMEA10314438,FHI,2022-01-03
SAMEA10314440,FHI,2022-01-03
SAMEA10314442,FHI,2022-01-03
SAMEA10314443,FHI,2022-01-03
SAMEA10314444,FHI,2022-01-03
SAMEA10314445,FHI,2022-01-03
SAMEA10314446,FHI,2022-01-03
SAMEA10314447,FHI,2022-01-03
SAMEA10314448,FHI,2022-01-03
SAMEA10314449,FHI,2022-01-03
SAMEA10314450,FHI,2022-01-03
SAMEA10314451,FHI,2022-01-03
SAMEA10314452,FHI,2022-01-03
SAMEA10314452,FHI,2022-01-03
SAMEA10314453,FHI,2022-01-03
SAMEA10314454,FHI,2022-01-03
SAMEA10314455,FHI,2022-01-03
SAMEA10314456,FHI,2022-01-03
SAMEA10314457,FHI,2022-01-03
SAMEA10314458,FHI,2022-01-03
SAMEA10314459,FHI,2022-01-03
SAMEA10314460,FHI,2022-01-03
SAMEA10314461,FHI,2022-01-03
SAMEA10314462,FHI,2022-01-03
SAMEA10314463,FHI,2022-01-03
SAMEA10314464,FHI,2022-01-03
SAMEA10314465,FHI,2022-01-03
SAMEA10314466,FHI,2022-01-03
SAMEA10314466,FHI,2022-01-03
SAMEA10314467,FHI,2022-01-03
SAMEA10314468,FHI,2022-01-03
SAMEA10314469,FHI,2022-01-03
SAMEA10314471,FHI,2022-01-03
SAMEA10314472,FHI,2022-01-03
SAMEA10314473,FHI,2022-01-03
SAMEA10314474,FHI,2022-01-03
SAMEA10314475,FHI,2022-01-03
SAMEA10314476,FHI,2022-01-03
SAMEA10314476,FHI,2022-01-03
SAMEA10314478,FHI,2022-01-03
SAMEA10314479,FHI,2022-01-03
SAMEA10314480,FHI,2022-01-03
SAMEA10314481,FHI,2022-01-03
SAMEA10314482,FHI,2022-01-03
SAMEA10314482,FHI,2022-01-03
SAMEA10314483,FHI,2022-01-03
SAMEA10314484,FHI,2022-01-03
SAMEA10314485,FHI,2022-01-03
SAMEA10314486,FHI,2022-01-03
SAMEA10314487,FHI,2022-01-03
SAMEA10314488,FHI,2022-01-03
SAMEA10314489,FHI,2022-01-03
SAMEA10314490,FHI,2022-01-03
SAMEA10314491,FHI,2022-01-03
SAMEA10314492,FHI,2022-01-03
SAMEA10314494,FHI,2022-01-03
SAMEA10314495,FHI,2022-01-03
SAMEA10314496,FHI,2022-01-03
SAMEA10314497,FHI,2022-01-03
SAMEA10314498,FHI,2022-01-03
SAMEA10314500,FHI,2022-01-03
SAMEA10314501,FHI,2022-01-03
SAMEA10314502,FHI,2022-01-03
SAMEA10314503,FHI,2022-01-03
SAMEA10314503,FHI,2022-01-03
SAMEA10314504,FHI,2022-01-03
SAMEA10314506,FHI,2022-01-03
SAMEA10314506,FHI,2022-01-03
SAMEA10314507,FHI,2022-01-03
SAMEA10314507,FHI,2022-01-03
SAMEA10314508,FHI,2022-01-03
SAMEA10314509,FHI,2022-01-03
SAMEA10314512,FHI,2022-01-03
SAMEA10314512,FHI,2022-01-03
SAMEA10314513,FHI,2022-01-03
SAMEA10314513,FHI,2022-01-03
SAMEA10314514,FHI,2022-01-03
SAMEA10314515,FHI,2022-01-03
SAMEA10314516,FHI,2022-01-03
SAMEA10314516,FHI,2022-01-03
SAMEA10314517,FHI,2022-01-03
SAMEA10314518,FHI,2022-01-03
SAMEA10314519,FHI,2022-01-03
SAMEA10314519,FHI,2022-01-03
SAMEA10314520,FHI,2022-01-03
SAMEA10314520,FHI,2022-01-03
SAMEA10314521,FHI,2022-01-03
SAMEA10314522,FHI,2022-01-03
SAMEA10314523,FHI,2022-01-03
SAMEA10314523,FHI,2022-01-03
SAMEA10314524,FHI,2022-01-03
SAMEA10314525,FHI,2022-01-03
SAMEA10314525,FHI,2022-01-03
SAMEA10314526,FHI,2022-01-03
SAMEA10314527,FHI,2022-01-03
SAMEA10314528,FHI,2022-01-03
SAMEA10314529,FHI,2022-01-03
SAMEA10314530,FHI,2022-01-03
SAMEA10314531,FHI,2022-01-03
SAMEA10314532,FHI,2022-01-03
SAMEA10314533,FHI,2022-01-03
SAMEA10314534,FHI,2022-01-03
SAMEA10314535,FHI,2022-01-03
SAMEA10314536,FHI,2022-01-03
SAMEA10314537,FHI,2022-01-03
SAMEA10314538,FHI,2022-01-03
SAMEA10314539,FHI,2022-01-03
SAMEA10314540,FHI,2022-01-03
SAMEA10314703,FHI,2022-01-03
SAMEA10314729,FHI,2022-01-03
SAMEA10314826,FHI,2022-01-03
SAMEA10315121,FHI,2022-01-03
SAMEA10315123,FHI,2022-01-03
SAMEA10315124,FHI,2022-01-03
SAMEA10315125,FHI,2022-01-03
SAMEA10315126,FHI,2022-01-03
SAMEA10315127,FHI,2022-01-03
SAMEA10315127,FHI,2022-01-03
SAMEA10315128,FHI,2022-01-03
SAMEA10315129,FHI,2022-01-03
SAMEA10315130,FHI,2022-01-03
SAMEA10315130,FHI,2022-01-03
SAMEA10315131,FHI,2022-01-03
SAMEA10315132,FHI,2022-01-03
SAMEA10315133,FHI,2022-01-03
SAMEA10315134,FHI,2022-01-03
SAMEA10315134,FHI,2022-01-03
SAMEA10315135,FHI,2022-01-03
SAMEA10315136,FHI,2022-01-03
SAMEA10315137,FHI,2022-01-03
SAMEA10315138,FHI,2022-01-03
SAMEA10315139,FHI,2022-01-03
SAMEA10315139,FHI,2022-01-03
SAMEA10315140,FHI,2022-01-03
SAMEA10315141,FHI,2022-01-03
SAMEA10315141,FHI,2022-01-03
SAMEA10315142,FHI,2022-01-03
SAMEA10315143,FHI,2022-01-03
SAMEA10315144,FHI,2022-01-03
SAMEA10315145,FHI,2022-01-03
SAMEA10315146,FHI,2022-01-03
SAMEA10315147,FHI,2022-01-03
SAMEA10315148,FHI,2022-01-03
SAMEA10315149,FHI,2022-01-03
SAMEA10315150,FHI,2022-01-03
SAMEA10315151,FHI,2022-01-03
SAMEA10315152,FHI,2022-01-03
SAMEA10315153,FHI,2022-01-03
SAMEA10315154,FHI,2022-01-03
SAMEA10315155,FHI,2022-01-03
SAMEA10315158,FHI,2022-01-03
SAMEA10315160,FHI,2022-01-03
SAMEA10315161,FHI,2022-01-03
SAMEA10315161,FHI,2022-01-03
SAMEA10315162,FHI,2022-01-03
SAMEA10315162,FHI,2022-01-03
SAMEA10315163,FHI,2022-01-03
SAMEA10315165,FHI,2022-01-03
SAMEA10315165,FHI,2022-01-03
SAMEA10315166,FHI,2022-01-03
SAMEA10315166,FHI,2022-01-03
SAMEA10315167,FHI,2022-01-03
SAMEA10315169,FHI,2022-01-03
SAMEA10315169,FHI,2022-01-03
SAMEA10315171,FHI,2022-01-03
SAMEA10315171,FHI,2022-01-03
SAMEA10315172,FHI,2022-01-03
SAMEA10315172,FHI,2022-01-03
SAMEA10315173,FHI,2022-01-03
SAMEA10315174,FHI,2022-01-03
SAMEA10315175,FHI,2022-01-03
SAMEA10315175,FHI,2022-01-03
SAMEA10315178,FHI,2022-01-03
SAMEA10315180,FHI,2022-01-03
SAMEA10315180,FHI,2022-01-03
SAMEA10315181,FHI,2022-01-03
SAMEA10315181,FHI,2022-01-03
SAMEA1035166,UiO,2018-03-09
SAMEA1035166,UiO,2018-03-09
SAMEA1035167,UiO,2018-03-09
SAMEA1035168,UiO,2018-03-09
SAMEA1035168,UiO,2018-03-09
SAMEA1035169,UiO,2018-03-09
SAMEA1035170,UiO,2018-03-09
SAMEA1035171,UiO,2018-03-09
SAMEA1035173,UiO,2018-03-09
SAMEA1035174,UiO,2018-03-09
SAMEA1035175,UiO,2018-03-09
SAMEA103923477,UiO,2017-03-20
SAMEA103923478,UiO,2017-03-20
SAMEA103923478,UiO,2017-03-20
SAMEA103923479,UiO,2017-03-20
SAMEA103923480,UiO,2017-03-20
SAMEA103923480,UiO,2017-03-20
SAMEA103923481,UiO,2017-03-20
SAMEA103923482,UiO,2017-03-20
SAMEA103923483,UiO,2017-03-20
SAMEA103923484,UiO,2017-03-20
SAMEA103923485,UiO,2017-03-20
SAMEA103923486,UiO,2017-03-20
SAMEA103923487,UiO,2017-03-20
SAMEA103923487,UiO,2017-03-20
SAMEA103923488,UiO,2017-03-20
SAMEA103923489,UiO,2017-03-20
SAMEA103923490,UiO,2017-03-20
SAMEA103923491,UiO,2017-03-20
SAMEA103923491,UiO,2017-03-20
SAMEA103923492,UiO,2017-03-20
SAMEA103923493,UiO,2017-03-20
SAMEA103923494,UiO,2017-03-20
SAMEA103923495,UiO,2017-03-20
SAMEA103923495,UiO,2017-03-20
SAMEA103923496,UiO,2017-03-20
SAMEA103923496,UiO,2017-03-20
SAMEA103923497,UiO,2017-03-20
SAMEA103923498,UiO,2017-03-20
SAMEA103923499,UiO,2017-03-20
SAMEA103923500,UiO,2017-03-20
SAMEA103923500,UiO,2017-03-20
SAMEA103923501,UiO,2017-03-20
SAMEA103923502,UiO,2017-03-20
SAMEA103923503,UiO,2017-03-20
SAMEA103923504,UiO,2017-03-20
SAMEA104150569,NTNU,2017-07-03
SAMEA104150571,NTNU,2017-07-03
SAMEA104150572,NTNU,2017-07-03
SAMEA104150573,NTNU,2017-07-03
SAMEA104150573,NTNU,2017-07-03
SAMEA104150574,NTNU,2017-07-03
SAMEA104150574,NTNU,2017-07-03
SAMEA104150575,NTNU,2017-07-03
SAMEA104150578,NTNU,2017-07-03
SAMEA104150579,NTNU,2017-07-03
SAMEA104150580,NTNU,2017-07-03
SAMEA104150581,NTNU,2017-07-03
SAMEA104150582,NTNU,2017-07-03
SAMEA104150583,NTNU,2017-07-03
SAMEA104150583,NTNU,2017-07-03
SAMEA104150584,NTNU,2017-07-03
SAMEA104150584,NTNU,2017-07-03
SAMEA104150585,NTNU,2017-07-03
SAMEA104150587,NTNU,2017-07-03
SAMEA104150587,NTNU,2017-07-03
SAMEA104150588,NTNU,2017-07-03
SAMEA104150590,NTNU,2017-07-03
SAMEA104150591,NTNU,2017-07-03
SAMEA104150592,NTNU,2017-07-03
SAMEA104150592,NTNU,2017-07-03
SAMEA104150593,NTNU,2017-07-03
SAMEA104150594,NTNU,2017-07-03
SAMEA104150595,NTNU,2017-07-03
SAMEA104150596,NTNU,2017-07-03
SAMEA104150597,NTNU,2017-07-03
SAMEA104150597,NTNU,2017-07-03
SAMEA104150599,NTNU,2017-07-03
SAMEA104150599,NTNU,2017-07-03
SAMEA104150600,NTNU,2017-07-03
SAMEA104150601,NTNU,2017-07-03
SAMEA104150602,NTNU,2017-07-03
SAMEA104150603,NTNU,2017-07-03
SAMEA104150604,NTNU,2017-07-03
SAMEA104150605,NTNU,2017-07-03
SAMEA104150606,NTNU,2017-07-03
SAMEA104150607,NTNU,2017-07-03
SAMEA104150608,NTNU,2017-07-03
SAMEA104150609,NTNU,2017-07-03
SAMEA104150610,NTNU,2017-07-03
SAMEA104150611,NTNU,2017-07-03
SAMEA104150612,NTNU,2017-07-03
SAMEA104150613,NTNU,2017-07-03
SAMEA104150615,NTNU,2017-07-03
SAMEA104150616,NTNU,2017-07-03
SAMEA104150617,NTNU,2017-07-03
SAMEA104150618,NTNU,2017-07-03
SAMEA104150619,NTNU,2017-07-03
SAMEA104150620,NTNU,2017-07-03
SAMEA104150621,NTNU,2017-07-03
SAMEA104150622,NTNU,2017-07-03
SAMEA104150623,NTNU,2017-07-03
SAMEA104150624,NTNU,2017-07-03
SAMEA104150625,NTNU,2017-07-03
SAMEA104150626,NTNU,2017-07-03
SAMEA104150628,NTNU,2017-07-03
SAMEA104150629,NTNU,2017-07-03
SAMEA104150630,NTNU,2017-07-03
SAMEA104150631,NTNU,2017-07-03
SAMEA104150632,NTNU,2017-07-03
SAMEA104150633,NTNU,2017-07-03
SAMEA104150634,NTNU,2017-07-03
SAMEA104150636,NTNU,2017-07-03
SAMEA104150637,NTNU,2017-07-03
SAMEA104150638,NTNU,2017-07-03
SAMEA104150641,NTNU,2017-07-03
SAMEA104150642,NTNU,2017-07-03
SAMEA104150643,NTNU,2017-07-03
SAMEA104150645,NTNU,2017-07-03
SAMEA104150646,NTNU,2017-07-03
SAMEA104150647,NTNU,2017-07-03
SAMEA104150649,NTNU,2017-07-03
SAMEA104150650,NTNU,2017-07-03
SAMEA104150652,NTNU,2017-07-03
SAMEA104150666,UiO,2017-07-03
SAMEA104228694,FHI,2017-08-28
SAMEA104228695,FHI,2017-08-28
SAMEA104228696,FHI,2017-08-28
SAMEA104228697,FHI,2017-08-28
SAMEA104228698,FHI,2017-08-28
SAMEA104228698,FHI,2017-08-28
SAMEA104228828,FHI,2017-08-29
SAMEA104228828,FHI,2017-08-29
SAMEA104228829,FHI,2017-08-29
SAMEA104228829,FHI,2017-08-29
SAMEA104228831,FHI,2017-08-29
SAMEA104228831,FHI,2017-08-29
SAMEA104228833,FHI,2017-08-29
SAMEA104228833,FHI,2017-08-29
SAMEA104228837,FHI,2017-08-29
SAMEA104228837,FHI,2017-08-29
SAMEA104228839,FHI,2017-08-29
SAMEA104228839,FHI,2017-08-29
SAMEA104228840,FHI,2017-08-29
SAMEA104228840,FHI,2017-08-29
SAMEA104228841,FHI,2017-08-29
SAMEA104228841,FHI,2017-08-29
SAMEA104228842,FHI,2017-08-29
SAMEA104228842,FHI,2017-08-29
SAMEA104228843,FHI,2017-08-29
SAMEA104228843,FHI,2017-08-29
SAMEA104228844,FHI,2017-08-29
SAMEA104228844,FHI,2017-08-29
SAMEA104228845,FHI,2017-08-29
SAMEA104228845,FHI,2017-08-29
SAMEA104228846,FHI,2017-08-29
SAMEA104228846,FHI,2017-08-29
SAMEA104228848,FHI,2017-08-29
SAMEA104228848,FHI,2017-08-29
SAMEA104228850,FHI,2017-08-29
SAMEA104228852,FHI,2017-08-29
SAMEA104228852,FHI,2017-08-29
SAMEA104228853,FHI,2017-08-29
SAMEA104228853,FHI,2017-08-29
SAMEA104228870,FHI,2017-08-29
SAMEA104228870,FHI,2017-08-29
SAMEA104228871,FHI,2017-08-29
SAMEA104228871,FHI,2017-08-29
SAMEA104228872,FHI,2017-08-29
SAMEA104228872,FHI,2017-08-29
SAMEA104228874,FHI,2017-08-29
SAMEA104228875,FHI,2017-08-29
SAMEA104228875,FHI,2017-08-29
SAMEA104228876,FHI,2017-08-29
SAMEA104228876,FHI,2017-08-29
SAMEA104228878,FHI,2017-08-29
SAMEA104228878,FHI,2017-08-29
SAMEA104228893,FHI,2017-08-29
SAMEA104228894,FHI,2017-08-29
SAMEA104228894,FHI,2017-08-29
SAMEA104228899,FHI,2017-08-29
SAMEA104228899,FHI,2017-08-29
SAMEA104228900,FHI,2017-08-29
SAMEA104357690,NTNU,2017-10-24
SAMEA104357691,NTNU,2017-10-24
SAMEA104357691,NTNU,2017-10-24
SAMEA104357692,NTNU,2017-10-24
SAMEA104357692,NTNU,2017-10-24
SAMEA104357693,NTNU,2017-10-24
SAMEA104357694,NTNU,2017-10-24
SAMEA104357695,NTNU,2017-10-24
SAMEA104357696,NTNU,2017-10-24
SAMEA104357696,NTNU,2017-10-24
SAMEA104357697,NTNU,2017-10-24
SAMEA104357698,NTNU,2017-10-24
SAMEA104357699,NTNU,2017-10-24
SAMEA104357699,NTNU,2017-10-24
SAMEA104357700,NTNU,2017-10-24
SAMEA104357701,NTNU,2017-10-24
SAMEA104357702,NTNU,2017-10-24
SAMEA104357703,NTNU,2017-10-24
SAMEA104357703,NTNU,2017-10-24
SAMEA104357704,NTNU,2017-10-24
SAMEA104357705,NTNU,2017-10-24
SAMEA104357706,NTNU,2017-10-24
SAMEA104357706,NTNU,2017-10-24
SAMEA104357707,NTNU,2017-10-24
SAMEA104357707,NTNU,2017-10-24
SAMEA104357708,NTNU,2017-10-24
SAMEA104357709,NTNU,2017-10-24
SAMEA104357710,NTNU,2017-10-24
SAMEA104357711,NTNU,2017-10-24
SAMEA104357711,NTNU,2017-10-24
SAMEA104357712,NTNU,2017-10-24
SAMEA104357713,NTNU,2017-10-24
SAMEA104357713,NTNU,2017-10-24
SAMEA104357714,NTNU,2017-10-24
SAMEA104357714,NTNU,2017-10-24
SAMEA104357715,NTNU,2017-10-24
SAMEA104357716,NTNU,2017-10-24
SAMEA104357716,NTNU,2017-10-24
SAMEA104357717,NTNU,2017-10-24
SAMEA104357718,NTNU,2017-10-24
SAMEA104357719,NTNU,2017-10-24
SAMEA104357720,NTNU,2017-10-24
SAMEA104357720,NTNU,2017-10-24
SAMEA104357721,NTNU,2017-10-24
SAMEA104357721,NTNU,2017-10-24
SAMEA104357722,NTNU,2017-10-24
SAMEA104357723,NTNU,2017-10-24
SAMEA104357724,NTNU,2017-10-24
SAMEA104357724,NTNU,2017-10-24
SAMEA104357725,NTNU,2017-10-24
SAMEA104357725,NTNU,2017-10-24
SAMEA104357726,NTNU,2017-10-24
SAMEA104357726,NTNU,2017-10-24
SAMEA104357727,NTNU,2017-10-24
SAMEA104357728,NTNU,2017-10-24
SAMEA104357729,NTNU,2017-10-24
SAMEA104357729,NTNU,2017-10-24
SAMEA104357730,NTNU,2017-10-24
SAMEA104357730,NTNU,2017-10-24
SAMEA104357731,NTNU,2017-10-24
SAMEA104357731,NTNU,2017-10-24
SAMEA104357732,NTNU,2017-10-24
SAMEA104357732,NTNU,2017-10-24
SAMEA104357733,NTNU,2017-10-24
SAMEA104357734,NTNU,2017-10-24
SAMEA104357734,NTNU,2017-10-24
SAMEA104357735,NTNU,2017-10-24
SAMEA104357736,NTNU,2017-10-24
SAMEA104357736,NTNU,2017-10-24
SAMEA104357737,NTNU,2017-10-24
SAMEA104357737,NTNU,2017-10-24
SAMEA104357738,NTNU,2017-10-24
SAMEA104357739,NTNU,2017-10-24
SAMEA104357739,NTNU,2017-10-24
SAMEA104357740,NTNU,2017-10-24
SAMEA104357741,NTNU,2017-10-24
SAMEA104357741,NTNU,2017-10-24
SAMEA104357742,NTNU,2017-10-24
SAMEA104357743,NTNU,2017-10-24
SAMEA104357744,NTNU,2017-10-24
SAMEA104357744,NTNU,2017-10-24
SAMEA104357745,NTNU,2017-10-24
SAMEA104357746,NTNU,2017-10-24
SAMEA104357746,NTNU,2017-10-24
SAMEA104357747,NTNU,2017-10-24
SAMEA104357748,NTNU,2017-10-24
SAMEA104357748,NTNU,2017-10-24
SAMEA104357749,NTNU,2017-10-24
SAMEA104357749,NTNU,2017-10-24
SAMEA104357750,NTNU,2017-10-24
SAMEA104357750,NTNU,2017-10-24
SAMEA104357751,NTNU,2017-10-24
SAMEA104357751,NTNU,2017-10-24
SAMEA104357752,NTNU,2017-10-24
SAMEA104357752,NTNU,2017-10-24
SAMEA104357753,NTNU,2017-10-24
